ticker,status,error,forecast_completed,evaluation_completed,forecast_revenue,forecast_cogs,forecast_sga,forecast_net_income,forecast_ebit,forecast_cash,forecast_equity,forecast_total_assets,avg_smape,median_smape,is_avg_smape,is_median_smape,bs_avg_smape,bs_median_smape,actual_revenue,actual_net_income,actual_equity
AXP,evaluated,,True,True,69275949169.53577,41565569501.72146,5967702603.004048,9642700443.044006,19872282433.93778,,35715974065.615204,,11.603898241470318,6.074240719910011,6.1623771625343595,6.139508490676791,16.268059166272568,6.074240719910011,65949000000.0,10129000000.0,30264000000.0
ITW,evaluated,,True,True,16283922231.985939,9418328646.748682,2781217486.81898,2512396991.4778566,3657929496.476529,1076698154.6572936,3950384137.1601243,15586424105.547853,9.39497995642008,5.901793038790571,7.9822375413876205,5.901793038790571,10.383899646942801,6.336771312038791,15898000000.0,3488000000.0,3316000000.0
GIS,evaluated,,True,True,21259470622.551704,14334077086.053663,3703389583.421086,1588112070.7803805,2639419135.6213183,619453377.0692052,10803758016.925987,31661869500.764717,12.920205020796052,10.337634783366399,15.858814571704963,10.337634783366399,10.863178335159812,7.770030625196432,19857200000.0,2496600000.0,9396700000.0
BALL,evaluated,,True,True,10880335327.550104,8798440622.195631,1025612772.9584205,-32942812.04101932,407573504.45428693,626913700.2692194,3488263029.405434,19805969350.69629,48.61997242600399,22.190663361731033,68.46977494844488,20.352594782566555,34.72511066029537,24.309728425057074,11795000000.0,4008000000.0,5862000000.0
MOH,evaluated,,True,True,36307661975.35497,31689283042.472008,2623546131.2316256,,1859832801.6513395,,,,13.420078558429754,11.891780328314528,15.002764637846761,11.891780328314528,12.364954505485082,9.897645791224747,40650000000.0,1179000000.0,4496000000.0
DPZ,evaluated,,True,True,4422294328.776736,2716883329.5816455,467166849.55868846,832363693.1787876,1159111828.1479003,646973952.0656519,-3432871560.6823506,2230016008.778367,28.054749539769976,10.16394885272219,10.077459034447562,6.22479322906364,40.63885289349567,14.348933852089527,4706416000.0,584170000.0,-3962291000.0
GEV,evaluated,,True,True,37257406117.21859,31856937310.312267,6435054259.121872,-2109612092.7640314,-2021812092.7640314,1738507081.675322,5306387907.235969,50073147433.99074,55.79124575227053,13.62852621400196,74.11640398343454,17.114772111609586,42.96363499045573,9.727240851868494,34935000000.0,1552000000.0,9546000000.0
KIM,evaluated,,True,True,1840912782.6616442,574671572.5792449,141218882.50397643,,1060893327.578423,,,,25.64433602206723,10.446877923139366,46.07421533013816,10.25195330716575,12.02441648335328,11.635004693180708,2037014000.0,410785000.0,10652547000.0
PLTR,evaluated,,True,True,2597593646.235238,503294188.4629127,869742044.4006965,1169577503.046362,1196005641.596268,,4582191003.046362,,42.08118917301333,10.803310639722278,46.12923794318589,10.094081189342036,38.539146499112334,15.774583637354443,2865507000.0,462190000.0,5003275000.0
MKC,evaluated,,True,True,6989199092.984804,4363869512.6368,1550859028.4229589,486756991.02959454,857194308.0122782,174777186.04834265,5129816081.938685,12991038607.356747,9.889020705371363,4.807717389140212,11.83680487554601,4.298510189515965,8.525571786249111,5.051152320081673,6723700000.0,788500000.0,5291000000.0
MPWR,evaluated,,True,True,1848400036.7773452,811957547.3238552,547477286.4758092,,447470667.14049995,,,,27.02977190632496,19.383123071395424,17.970857405294545,18.53633924423625,32.20629447834234,31.30859733422866,2207100000.0,1786700000.0,3145767000.0
